datetime,low,high,open,close,volumefrom,volumeto
2016-07-30,652.19,657.5,654.88,654.37,704.79,461519.75
2016-07-31,620.01,654.71,654.02,620.01,4521.71,2871028.07
2016-08-01,604.0,630.0,622.5,607.61,5337.66,3293338.89
2016-08-02,465.28,613.03,606.84,514.98,20392.04,11194858.55
2016-08-03,521.0,572.34,540.03,565.63,15293.43,8385537.77
2016-08-04,552.0,583.97,563.99,575.52,8428.57,4808420.85
2016-08-05,562.0,578.2,578.14,576.64,4733.0,2699273.59
2016-08-06,562.56,592.0,572.98,588.78,6011.14,3464967.59
2016-08-07,582.12,598.82,589.47,592.6,2896.89,1712331.58
2016-08-08,583.58,594.0,592.47,589.46,3171.44,1870768.65
2016-08-09,579.43,591.85,591.85,583.53,3160.44,1848228.25
2016-08-10,580.01,603.0,582.71,591.7,5145.88,3051412.4
2016-08-11,585.23,597.78,590.46,587.57,2506.9,1482748.4
2016-08-12,580.47,591.19,585.25,586.0,2133.13,1250458.16
2016-08-13,581.71,589.98,585.34,582.11,951.03,557048.78
2016-08-14,556.24,583.92,583.52,567.45,4797.45,2739411.42
2016-08-15,554.9,573.69,568.76,565.79,4530.14,2559974.14
2016-08-16,563.0,579.8,564.2,577.53,4786.52,2737496.38
2016-08-17,566.02,577.86,574.95,570.47,4097.78,2342225.12
2016-08-18,568.79,575.87,570.91,569.71,3956.21,2265207.23
2016-08-19,552.3,574.86,571.51,572.11,4630.18,2640630.83
2016-08-20,568.52,580.0,572.98,580.0,2348.32,1351481.73
2016-08-21,576.01,583.99,577.7,578.47,1125.19,651138.86
2016-08-22,572.5,585.95,577.55,583.85,5054.71,2931957.03
2016-08-23,576.0,584.99,582.78,580.71,4177.43,2426513.82
2016-08-24,575.4,582.1,580.27,577.11,2968.77,1718669.83
2016-08-25,571.16,578.75,577.65,576.99,4193.61,2410666.36
2016-08-26,574.1,582.46,575.75,577.84,3265.45,1886798.54
2016-08-27,564.81,579.09,577.92,567.41,2689.93,1532934.37
2016-08-28,566.8,573.0,567.51,573.0,995.44,567811.88
2016-08-29,568.6,575.0,573.2,571.5,2325.16,1332938.19
2016-08-30,568.55,576.5,570.74,575.23,4412.26,2533734.77
2016-08-31,568.4,576.49,575.88,570.76,3629.56,2073935.36
2016-09-01,566.86,572.86,570.75,571.6,2772.91,1580497.14
2016-09-02,567.03,574.2,571.05,572.0,2943.1,1680704.12
2016-09-03,569.01,598.64,572.0,592.5,4578.51,2669564.21
2016-09-04,590.88,609.05,596.25,604.25,3913.31,2351517.76
2016-09-05,592.46,607.31,605.72,603.74,3829.55,2301873.17
2016-09-06,601.0,609.74,604.98,608.96,4030.31,2442751.66
2016-09-07,604.7,615.92,608.93,614.39,4372.18,2669717.29
2016-09-08,611.66,628.98,614.44,625.66,4346.02,2704906.63
2016-09-09,612.93,627.49,625.67,622.0,3272.66,2031045.12
2016-09-10,618.67,625.0,622.01,622.01,1515.24,942782.96
2016-09-11,594.63,628.99,621.65,603.8,5290.23,3212019.0
2016-09-12,602.0,609.15,604.08,607.0,3505.24,2122659.19
2016-09-13,603.28,609.61,606.4,607.73,3452.28,2094788.68
2016-09-14,605.98,610.69,607.45,607.89,2886.87,1756240.09
2016-09-15,602.3,608.99,608.5,605.21,3071.05,1861670.0
2016-09-16,603.5,608.99,606.65,605.9,2588.36,1570359.1
2016-09-17,601.1,607.59,607.04,604.04,1109.35,670061.95
2016-09-18,601.97,609.06,602.93,608.0,1289.48,781477.06
2016-09-19,603.0,609.5,608.0,607.88,2468.15,1499069.38
2016-09-20,605.35,608.88,608.73,606.95,2432.7,1476207.69
2016-09-21,592.1,601.01,601.0,594.66,3652.44,2172921.84
2016-09-22,592.5,596.42,595.46,593.95,2312.18,1375604.47
2016-09-23,593.0,602.9,595.42,602.53,3967.48,2370015.59
2016-09-24,597.76,603.59,600.47,600.14,1092.94,656806.58
2016-09-25,596.0,601.99,600.05,597.41,1073.77,643116.81
2016-09-26,596.1,607.27,598.95,604.28,4005.66,2414023.3
2016-09-27,600.02,608.37,606.7,604.57,3019.48,1824191.37
2016-09-28,601.41,605.3,604.26,603.71,2180.68,1315801.32
2016-09-29,601.0,605.99,603.93,604.96,2697.69,1628754.16
2016-09-30,603.15,608.38,605.59,608.26,2621.96,1586425.29
2016-10-01,608.23,614.28,608.23,612.0,1459.26,892286.51
2016-10-02,605.0,613.0,612.98,608.59,1404.48,854574.81
2016-10-03,606.6,611.59,608.6,611.06,1989.94,1213593.69
2016-10-04,604.99,612.84,612.84,607.18,2940.59,1786596.93
2016-10-05,605.76,612.0,607.19,610.98,2263.27,1379508.03
2016-10-06,607.09,610.5,608.01,610.34,1997.2,1216942.71
2016-10-07,607.52,616.34,610.25,614.23,4024.05,2462264.34
2016-10-08,612.5,616.99,614.88,614.48,879.41,540336.72
2016-10-09,610.0,614.98,614.34,613.61,1171.51,718220.14
2016-10-10,612.12,616.47,612.12,615.37,2211.59,1359190.87
2016-10-11,614.56,639.0,616.37,638.91,8068.14,5087966.79
2016-10-12,628.76,640.0,638.3,635.06,2647.77,1683399.03
2016-10-13,630.0,636.0,634.5,635.61,2372.3,1505154.5
2016-10-14,630.45,639.99,635.16,638.38,3126.93,1985398.45
2016-10-15,635.25,642.0,638.2,636.01,1416.27,904700.03
2016-10-16,635.18,641.4,635.26,638.09,1281.36,818316.63
2016-10-17,632.1,639.99,638.97,635.69,3949.98,2511081.05
2016-10-18,631.52,637.8,636.96,635.58,2723.53,1730619.17
2016-10-19,624.13,638.04,635.95,627.98,4438.98,2802783.71
2016-10-20,625.0,630.22,627.84,627.72,2027.49,1272578.99
2016-10-21,627.5,632.36,628.05,628.99,3021.58,1901772.35
2016-10-22,628.57,656.0,628.99,655.0,4327.45,2796794.12
2016-10-23,647.51,656.0,654.52,649.69,2515.06,1638750.59
2016-10-24,640.0,652.25,648.71,648.14,4619.48,2989151.78
2016-10-25,643.0,657.58,649.03,648.33,5962.24,3888441.58
2016-10-26,651.69,677.0,651.97,673.14,6676.41,4439547.37
2016-10-27,665.59,685.89,674.63,682.67,4360.41,2963679.02
2016-10-28,677.05,687.23,684.68,685.29,3533.3,2418614.56
2016-10-29,684.89,717.99,685.91,712.06,4006.35,2818902.89
2016-10-30,691.49,711.78,711.1,696.36,3701.4,2595213.56
2016-10-31,683.6,706.97,697.1,697.67,4633.45,3231182.18
2016-11-01,695.38,737.0,697.04,726.6,6513.61,4705903.17
2016-11-02,717.32,735.93,726.6,732.99,3993.43,2892450.16
2016-11-03,670.32,745.19,742.0,681.03,12058.18,8590702.9
2016-11-04,681.0,707.67,684.84,702.98,5281.98,3680627.26
2016-11-05,694.71,707.34,702.95,703.63,1903.05,1335523.71
2016-11-06,697.92,714.36,703.33,710.22,2286.86,1616523.29
2016-11-07,698.26,709.92,709.92,706.5,2980.3,2095201.51
2016-11-08,701.02,712.92,702.86,710.19,5507.32,3892295.31
2016-11-09,705.45,740.86,708.17,720.44,9704.45,7065921.02
2016-11-10,707.0,722.0,721.5,714.5,4904.22,3504671.05
2016-11-11,712.24,720.94,714.48,715.82,3275.09,2344789.75
2016-11-12,701.0,716.39,716.39,703.0,2744.07,1940916.08
2016-11-13,683.23,702.89,701.17,701.51,6019.9,4171893.49
2016-11-14,697.14,705.89,700.38,704.7,7277.37,5098505.82
2016-11-15,703.05,716.54,704.98,710.82,5632.96,4005033.08
2016-11-16,708.44,742.87,711.07,737.99,11341.32,8263859.53
2016-11-17,732.22,749.98,739.71,737.0,6643.37,4943483.12
2016-11-18,731.31,752.95,736.0,745.99,4252.57,3166648.02
2016-11-19,742.63,755.07,748.98,749.57,1959.94,1466174.56
2016-11-20,714.0,753.82,750.09,727.09,5518.93,4041204.67
2016-11-21,727.03,739.2,727.09,736.97,4009.26,2942854.28
2016-11-22,730.27,750.0,736.92,746.61,4968.31,3685436.12
2016-11-23,729.92,749.98,749.13,740.17,4417.64,3264940.91
2016-11-24,729.0,741.15,740.18,735.7,3998.96,2937407.2
2016-11-25,728.0,737.03,735.63,737.03,3328.41,2438631.37
2016-11-26,722.3,737.56,736.96,729.87,2272.64,1654649.42
2016-11-27,722.44,732.0,729.91,726.12,3436.36,2499926.68
2016-11-28,724.1,732.44,727.32,730.98,4736.73,3454018.44
2016-11-29,721.0,733.29,730.99,730.99,5193.25,3788691.62
2016-11-30,727.0,744.49,730.72,742.06,6208.19,4577304.37
2016-12-01,740.18,754.98,742.06,751.6,6097.42,4569793.09
2016-12-02,750.77,778.07,751.55,769.99,8062.0,6181050.26
2016-12-03,752.41,770.99,770.91,762.79,2763.36,2107293.54
2016-12-04,752.41,762.97,762.97,761.99,3143.49,2385412.41
2016-12-05,743.0,762.09,762.0,750.0,5540.78,4155543.78
2016-12-06,747.99,759.9,749.51,758.91,6703.0,5062327.13
2016-12-07,751.78,769.61,758.97,766.85,4745.99,3616332.71
2016-12-08,762.29,772.01,764.05,767.96,4475.48,3438246.11
2016-12-09,766.29,773.99,766.84,769.49,2855.94,2200017.6
2016-12-10,768.11,774.12,769.57,772.35,2197.94,1698016.64
2016-12-11,764.01,772.28,772.28,768.19,1378.71,1058389.27
2016-12-12,768.96,779.0,768.97,777.93,2790.93,2163450.23
2016-12-13,765.1,793.27,777.0,778.71,4840.32,3767383.2
2016-12-14,770.74,781.0,775.35,776.29,2309.6,1793918.87
2016-12-15,771.0,779.08,777.03,774.79,2948.47,2290042.69
2016-12-16,771.24,782.46,776.3,780.35,3290.32,2561600.07
2016-12-17,780.36,790.88,781.32,788.4,2387.99,1876973.65
2016-12-18,780.0,790.99,788.3,788.68,2516.86,1981286.28
2016-12-19,787.01,794.39,788.34,790.65,3878.35,3069394.12
2016-12-20,787.1,803.0,791.03,801.02,3979.47,3156234.61
2016-12-21,796.82,830.01,798.65,828.1,9191.56,7502025.03
2016-12-22,827.29,875.0,832.02,858.94,12029.93,10296745.43
2016-12-23,858.93,920.0,858.94,916.0,16185.92,14525838.63
2016-12-24,878.89,918.5,914.48,892.63,5987.56,5390303.22
2016-12-25,859.0,894.97,892.61,891.67,3974.2,3478222.78
2016-12-26,888.0,905.18,890.65,899.1,3461.33,3111630.61
2016-12-27,891.0,936.42,897.82,929.92,7170.3,6613609.53
2016-12-28,929.49,975.97,930.34,975.97,12023.35,11488843.01
2016-12-29,950.0,980.74,976.46,968.99,7785.7,7528704.36
2016-12-30,931.0,970.0,969.99,959.03,10687.6,10164057.18
2016-12-31,944.11,966.37,959.54,964.32,4029.84,3850228.19
2017-01-01,960.53,1005.0,966.34,998.8,6665.42,6579903.85
2017-01-02,990.01,1032.0,997.75,1014.1,8085.06,8190254.59
2017-01-03,999.99,1039.0,1011.44,1036.99,8779.72,8955192.92
2017-01-04,1028.56,1139.89,1035.51,1122.56,21371.6,23257162.08
2017-01-05,885.41,1136.72,1114.38,994.02,34736.36,35036904.22
2017-01-06,871.0,1026.99,1004.73,891.56,27597.93,25238781.34
2017-01-07,812.28,906.0,894.02,897.14,19697.24,17026388.21
2017-01-08,881.3,941.81,906.2,906.17,8849.68,8088448.27
2017-01-09,875.0,912.87,909.8,899.99,8663.98,7733150.91
2017-01-10,889.41,912.47,896.09,907.96,7931.46,7157833.4
2017-01-11,755.0,918.4,905.05,788.81,35446.63,29111252.67
2017-01-12,751.34,832.99,778.7,816.0,17298.71,13545426.73
2017-01-13,775.0,831.4,807.51,826.9,11298.84,9133431.3
2017-01-14,810.0,837.76,825.98,819.66,6581.1,5442676.2
2017-01-15,808.0,823.45,819.52,822.47,4203.56,3432426.03
2017-01-16,818.09,835.0,821.86,829.62,6136.18,5082219.0
2017-01-17,827.0,908.5,831.76,906.08,12173.38,10693223.8
2017-01-18,851.74,915.99,905.95,876.74,11022.4,9689310.45
2017-01-19,878.89,910.0,887.69,900.46,11066.52,9904314.22
2017-01-20,880.0,902.43,902.23,895.62,6605.45,5904057.73
2017-01-21,895.0,928.0,895.81,921.1,5817.93,5329454.56
2017-01-22,886.76,937.74,921.98,919.39,7066.33,6476841.64
2017-01-23,913.21,927.57,923.75,921.39,3339.46,3073522.47
2017-01-24,886.27,923.0,913.15,893.0,8821.87,7978981.16
2017-01-25,884.5,904.01,885.47,892.95,5289.95,4724511.12
2017-01-26,892.86,919.49,893.25,916.34,5107.77,4635817.25
2017-01-27,908.01,924.88,914.95,917.84,4817.73,4422003.07
2017-01-28,913.08,920.99,918.02,917.75,1144.75,1050315.48
2017-01-29,910.45,919.99,918.6,913.1,1322.86,1210874.32
2017-01-30,910.0,923.0,913.12,921.08,2997.2,2750934.15
2017-01-31,917.5,970.0,919.99,965.01,9315.91,8839243.99
2017-02-01,962.0,986.96,963.99,983.36,6874.21,6669709.8
2017-02-02,973.12,1011.65,983.79,1008.18,8205.72,8158190.25
2017-02-03,987.01,1022.64,1009.15,1012.64,10799.51,10899361.44
2017-02-04,1004.0,1044.23,1015.06,1034.44,5725.94,5857358.53
2017-02-05,1004.7,1034.6,1033.72,1014.57,4318.54,4387548.42
2017-02-06,1005.1,1031.94,1010.03,1023.7,5069.03,5176624.63
2017-02-07,1021.3,1056.25,1024.0,1054.12,5280.65,5509558.04
2017-02-08,1025.0,1070.0,1052.48,1056.99,9568.8,10005034.74
2017-02-09,913.73,1074.69,1051.73,981.96,24957.61,24875574.97
2017-02-10,950.0,1010.68,985.71,997.57,10634.42,10395040.24
2017-02-11,987.62,1020.0,995.49,1011.98,4426.59,4462704.29
2017-02-12,991.98,1011.97,1011.01,1001.63,2662.09,2668338.13
2017-02-13,975.1,1007.89,1000.73,1000.25,4540.29,4515153.39
2017-02-14,987.97,1019.0,1000.74,1011.51,6536.91,6580183.46
2017-02-15,1000.97,1013.8,1008.88,1011.53,3095.66,3123812.22
2017-02-16,1010.75,1043.21,1011.53,1032.7,5996.1,6170238.86
2017-02-17,1031.98,1064.99,1032.7,1055.46,6085.02,6386285.16
2017-02-18,1046.14,1068.99,1055.46,1056.4,4471.03,4741677.69
2017-02-19,1039.07,1061.9,1056.4,1051.8,2270.85,2388775.41
2017-02-20,1044.39,1089.99,1051.8,1084.0,3664.0,3902264.53
2017-02-21,1077.0,1126.86,1084.0,1124.62,8394.92,9273043.86
2017-02-22,1098.16,1143.0,1124.62,1130.01,11672.0,13145511.0
2017-02-23,1120.73,1193.92,1130.01,1188.11,11752.03,13556658.98
2017-02-24,1091.1,1220.0,1188.11,1180.14,19597.57,23022719.16
2017-02-25,1127.0,1184.73,1180.14,1152.2,6238.36,7226356.76
2017-02-26,1133.0,1184.97,1152.2,1179.05,3536.49,4127618.08
2017-02-27,1169.0,1197.99,1179.05,1194.64,4638.0,5508029.79
2017-02-28,1176.27,1209.99,1194.64,1191.21,7559.42,9013416.33
2017-03-01,1188.3,1231.0,1191.21,1226.39,6012.98,7276042.54
2017-03-02,1215.0,1283.25,1226.39,1257.6,7761.85,9678454.84
2017-03-03,1255.0,1298.0,1257.6,1285.33,7545.48,9615648.42
2017-03-04,1230.0,1289.55,1285.33,1260.0,4951.0,6237313.77
2017-03-05,1240.0,1275.0,1260.0,1273.0,3026.02,3809526.44
2017-03-06,1251.0,1285.0,1273.0,1278.49,4249.47,5420539.75
2017-03-07,1175.97,1281.62,1278.49,1233.05,14450.04,17887749.61
2017-03-08,1145.5,1245.49,1233.05,1150.05,13391.55,15896181.2
2017-03-09,1135.01,1208.0,1150.05,1190.89,7653.86,9018801.31
2017-03-10,975.0,1350.0,1190.89,1116.97,33194.61,38529724.81
2017-03-11,1106.51,1198.0,1116.97,1176.55,7346.55,8528948.13
2017-03-12,1170.9,1241.85,1176.55,1226.62,5793.91,7003314.41
2017-03-13,1215.43,1249.02,1226.62,1242.46,5630.79,6955370.87
2017-03-14,1226.5,1260.0,1242.46,1245.86,5745.5,7156458.55
2017-03-15,1238.32,1260.0,1245.86,1257.32,3920.35,4908117.86
2017-03-16,1130.0,1258.96,1257.32,1172.62,15244.87,18263170.71
2017-03-17,1063.0,1173.23,1172.62,1071.02,16703.78,18710285.4
2017-03-18,944.36,1099.0,1071.02,969.4,21291.94,21545200.42
2017-03-19,969.4,1063.7,969.4,1017.97,12196.14,12327661.82
2017-03-20,1010.01,1053.0,1017.97,1035.96,7486.66,7753027.09
2017-03-21,1034.92,1117.9,1035.96,1114.39,11125.5,12068049.72
2017-03-22,988.0,1114.39,1114.39,1037.56,14520.38,15060114.15
2017-03-23,1010.69,1054.4,1037.56,1029.65,5917.0,6134595.75
2017-03-24,920.0,1032.0,1029.65,929.06,16066.46,15691519.3
2017-03-25,891.33,963.36,929.06,956.02,13507.18,12469415.59
2017-03-26,937.52,997.0,956.02,960.0,9005.18,8735685.94
2017-03-27,952.95,1043.0,960.0,1039.92,8687.09,8753826.09
2017-03-28,1014.9,1068.26,1039.92,1043.99,9109.22,9531808.18
2017-03-29,1008.16,1059.43,1043.99,1035.96,9379.72,9675900.4
2017-03-30,1017.14,1050.17,1035.96,1033.7,8644.96,8918956.47
2017-03-31,1031.43,1081.0,1033.7,1070.31,12058.79,12711331.62
2017-04-01,1061.64,1097.0,1070.31,1083.94,5209.01,5617187.43
2017-04-02,1066.49,1100.0,1083.94,1078.01,7635.31,8269728.69
2017-04-03,1076.19,1152.0,1078.01,1144.77,11076.86,12487637.63
2017-04-04,1118.85,1162.93,1144.77,1143.0,7418.36,8468987.32
2017-04-05,1111.0,1145.0,1143.0,1134.58,5581.47,6291139.39
2017-04-06,1134.36,1201.37,1134.58,1190.85,9134.3,10690571.43
2017-04-07,1176.0,1202.0,1190.85,1190.66,5450.27,6486716.5
2017-04-08,1166.66,1197.3,1190.66,1184.03,2720.8,3224244.36
2017-04-09,1173.98,1216.87,1184.03,1206.2,4817.38,5764917.28
2017-04-10,1195.0,1219.71,1206.2,1209.25,3656.82,4416613.87
2017-04-11,1198.02,1229.0,1209.25,1218.99,3487.75,4229830.76
2017-04-12,1208.0,1224.57,1218.99,1212.17,3475.19,4224875.8
2017-04-13,1141.0,1219.45,1212.17,1172.91,7135.29,8410777.07
2017-04-14,1142.0,1193.0,1172.91,1170.34,8982.72,10475598.06
2017-04-15,1165.0,1192.5,1170.34,1173.45,1804.45,2128067.82
2017-04-16,1150.0,1179.3,1173.45,1162.31,2663.99,3094769.46
2017-04-17,1161.0,1192.5,1162.31,1176.54,3568.83,4210491.81
2017-04-18,1175.95,1210.0,1176.54,1202.58,5514.17,6636764.68
2017-04-19,1190.0,1209.99,1202.58,1203.98,6046.52,7247878.76
2017-04-20,1201.66,1243.88,1203.98,1234.19,5970.91,7299836.83
2017-04-21,1231.65,1252.32,1234.19,1243.61,4984.49,6189234.63
2017-04-22,1199.0,1247.15,1243.61,1233.2,4122.37,5065733.74
2017-04-23,1223.42,1248.99,1233.2,1241.99,2604.72,3219987.14
2017-04-24,1234.0,1254.0,1241.99,1253.58,3048.04,3787704.79
2017-04-25,1251.07,1280.0,1253.58,1269.0,5249.77,6651231.27
2017-04-26,1265.0,1330.0,1269.0,1287.99,8685.55,11237494.55
2017-04-27,1285.0,1342.02,1287.99,1331.53,6668.0,8807415.32
2017-04-28,1299.0,1347.02,1331.53,1330.7,8234.28,10882526.4
2017-04-29,1316.0,1342.8,1330.7,1333.0,3927.45,5226089.45
2017-04-30,1315.68,1356.0,1333.0,1350.21,3536.18,4718587.81
2017-05-01,1341.22,1425.0,1350.21,1390.86,8602.88,11920971.92
2017-05-02,1388.0,1481.73,1390.86,1447.75,8920.17,12835457.62
2017-05-03,1431.02,1516.04,1447.75,1503.22,11052.34,16342395.53
2017-05-04,1444.94,1623.01,1503.22,1537.23,18824.97,29012554.52
2017-05-05,1495.0,1609.0,1537.23,1514.9,15601.41,24254113.78
2017-05-06,1505.0,1578.97,1514.9,1558.02,7898.17,12174477.83
2017-05-07,1525.0,1565.0,1558.02,1554.01,7667.79,11809645.33
2017-05-08,1554.01,1653.97,1554.01,1649.54,19232.7,30605645.62
2017-05-09,1616.05,1760.4,1649.54,1720.28,16793.24,28716399.21
2017-05-10,1682.0,1794.21,1720.28,1772.58,11263.87,19694962.35
2017-05-11,1745.01,1892.0,1772.58,1828.45,14739.88,26996647.4
